,size,phrase
es_gsd-ud-train_7187.graphml,15,Split Personality es el quinto álbum de estudio por All - 4 - One.
es_gsd-ud-train_12973.graphml,17,"Finalmente, le pregunta al animal si él se encontraría con Leonor en el cielo."
es_gsd-ud-train_8274.graphml,25,"Un día más seguimos con lanzamientos de nuevos tablets androides, y hoy es el turno de nada más y nada menos que Toshiba."
es_gsd-ud-train_11380.graphml,17,"Es la octava cara, el octavo fichaje que llega al equipo madrileño este verano."
es_gsd-ud-train_7976.graphml,37,Se trata de una comedia que gira en torno de las vicisitudes de los integrantes de una familia porteña frente a su bancarrota económica y de la actitud de cada uno de ellos en la emergencia.
es_gsd-ud-train_4385.graphml,25,"Múltiples hadices se refieren a este incidente, que aparentemente era una de las principales causas de indignación entre los Qurayshíes de La Meca."
es_gsd-ud-train_13488.graphml,26,"Después Stan, Kyle y Cartman le acogen en su grupo de amigos como sustituto de Kenny, después de que este último muriera temporalmente."
es_gsd-ud-train_12182.graphml,15,"Domingo Aramburú (1843 -- 1902), abogado, político y periodista uruguayo."
es_gsd-ud-train_9616.graphml,19,"La historia de las joyas es extensa, con diferentes usos según la cultura a la que pertenecen."
es_gsd-ud-train_7197.graphml,27,"Entonces, Homer, sólo para complacer a Marge, toma los dos cigarrillos y simula que el que siempre los había estado fumando era él."
es_gsd-ud-train_8264.graphml,15,"El 8 de marzo de 1951, ambos fueron ejecutados en la silla eléctrica."
es_gsd-ud-train_12963.graphml,40,"Julio Rodríguez Martínez fue Doctor en Ciencias y en Farmacia por la Universidad de Madrid, catedrático de Cristalografía y Mineralogía en el Universidad de Salamanca y en la Universidad Autónoma de Madrid, de la que también fue rector"
es_gsd-ud-train_11390.graphml,9,Ella también estudió karate y patinaje sobre hielo.
es_gsd-ud-train_11807.graphml,36,"Se han encontrado restos arqueológicos chanés en el Fuerte de Samaipata, valle Abajo, Mairana, Portachuelo, Okinawa, Cotoca, e inclusive en la región metropolitana de Santa Cruz de la Sierra."
es_gsd-ud-train_6693.graphml,24,"Latisana es una localidad y comune italiana de la provincia de Udine, región de Friuli - Venecia Julia, con 13.000 habitantes."
es_gsd-ud-train_10494.graphml,53,"""Esto nos confirma una vez más, dijo Marroquín, que el Gobierno nacional continúa con su sistemática e intencionada campaña para acabar con la prensa independiente y establecer, por ley o por vía judicial, el patrimonio de la verdad que deben consumir todos los ecuatorianos"", expresó."
es_gsd-ud-train_9560.graphml,20,En la parte posterior de la misma se conserva parte de la torre de la época del Islam.
es_gsd-ud-train_7399.graphml,23,"El extremo sur de Idjwi, sin embargo, está a sólo 1 kilómetro de un promontorio de la costa de Ruanda."
es_gsd-ud-train_492.graphml,16,Del total de la población el 1.85 % eran hispanos o latinos de cualquier raza.
es_gsd-ud-train_5481.graphml,26,"Mednogorski es un asentamiento de tipo urbano del raión de Urup de la república de Karacháyevo - Cherkesia, en el sur de Rusia."
es_gsd-ud-train_3854.graphml,38,"La institución debió trasladar sus instalaciones al recinto de la sede de la Universidad Técnica del Estado en Copiapó (actual Universidad de Atacama, debido a la demolición de la Casa de los Intendentes."
es_gsd-ud-train_13686.graphml,23,"Las dos naciones acordaron normalizar sus relaciones, pero el nombre del estado sigue siendo fuente de controversia local e internacional."
es_gsd-ud-train_8112.graphml,16,"Pistol y Bardolph están ausentes de esta versión, pero Slender sí se encuentra presente."
es_gsd-ud-train_4812.graphml,31,"El 21 de mayo, en Essling, se defendió, junto con Massena, durante todo el día contra 100.000 austríacos, al mando del archiduque Carlos."
es_gsd-ud-train_9418.graphml,23,"Hay que destacar el ritmo pausado, casi poético de sus imágenes, y la elegancia y solemnidad de su banda sonora."
es_gsd-ud-train_6683.graphml,27,"Tras la Conferencia de Yalta la ciudad, como la mayoría de la Baja Silesia, fue entregada a Polonia y sus habitantes alemanes fueron expulsados."
es_gsd-ud-train_7389.graphml,15,"Estambres péndulos, epipétalos sobre la cara interna del tubo de la corola."
es_gsd-ud-train_482.graphml,29,"También participaron el Licenciado José Tomas Loreto, Director General de la Alcaldía y la Dra. María Crusiata, Directora de Hacienda en representación del Ejecutivo Local."
es_gsd-ud-train_10484.graphml,17,Hemos acabado encantados con tu trabajo en el rodaje del videoclip operístico de Carlo Colombara.
es_gsd-ud-train_9570.graphml,14,Algunos de estos maniquíes se realizaban con las medidas corporales de personas concretas.
es_gsd-ud-train_11817.graphml,6,Fue dirigido por Lasse Hallström.
es_gsd-ud-train_8102.graphml,17,En la leyendas pipiles los mitos se enfocan en los niños o muchachos de la lluvia.
es_gsd-ud-train_9408.graphml,8,Ictidostoma es un género de terápsidos terocéfalos.
es_gsd-ud-train_4802.graphml,23,Pasa un año y los preparativos para la primera fiesta de cumpleaños del hijo de Ana y Gonzalo estan casi listos.
es_gsd-ud-train_5491.graphml,35,"El 7 de noviembre de 2005, el Tribunal Superior de Justicia del País Vasco absolvió a Atutxa y al resto de acusados al encontrarse protegidos por la inmunidad parlamentaria."
es_gsd-ud-train_3844.graphml,16,Del total de la población el 1.07 % eran hispanos o latinos de cualquier raza.
es_gsd-ud-train_13696.graphml,28,"El pueblo se halla situado en la falda del Paramillo, resguardándole de los vientos el citado Paramillo, San Cristol, Palanderas y Conejeras."
es_gsd-ud-train_1080.graphml,9,"Han cambiado de nombre, se llama Lolita."
es_gsd-ud-train_1919.graphml,46,"El primer director fue el astrónomo Maurizio Buscalioni, de nacionalidad italiana quien destacó los aspectos meteorológicos y astrométricos dotándolo con instrumental moderno para su época, también todo lo necesario para las primeras mediciones sistemáticas de presión atmosférica como temperatura, humedad y pluviosisad."
es_gsd-ud-train_9335.graphml,21,"Dispone además de muchas ofertas que siempre vienen muy bien en hoteles de esta categoria, en definitiva, perfecto."
es_gsd-ud-train_13832.graphml,28,"Las tropas romanas son reforzadas por tropas desembarcadas en Nueva de Llanes, en Asturias que atraviesan la sierra de Cuera hacía el concejo asturiano de Onís."
es_gsd-ud-train_6827.graphml,26,"«Al principio me resultaba un poco embarazoso, pero ahora es como meterme en la bañera», relata en su página web."
es_gsd-ud-train_8747.graphml,72,"El evento, que se llevó a cabo del jueves 10 al domingo 13 de junio y tuvo el apoyo institucional de la ciudad de Florianópolis, realizó tres jornadas de intercambio de experiencias y definición de estrategias de las FC de la región, entre las cuales Brasil es una de las naciones abanderadas, con entidades existentes en nueve Estados, como sucede en las cinematografías desarrolladas."
es_gsd-ud-train_2292.graphml,104,"Se puede visitar el templo de Santiago Apóstol considerado como uno de los diez templos coloniales más hermosos del estado de México que durante el 25 de julio y durante las festividades del Señor de la Capilla se llena de colorido y folklore, Los hornos de Cal del Tajo de Tequixquiac,, Museo arqueológico de San José, Parque El Vije donde existen una piscina que opera en Semana Santa para los bañistas, La Barranca del Salto y El Chorrito en Tlapanaloya, entre otros lugares.Tequixquiac, nn pueblo por visitar, El Heraldo de Tabasco."
es_gsd-ud-train_1861.graphml,21,"El significado real de la palabra es 'en verdad', 'ciertamente' o 'que conste'."
es_gsd-ud-train_3798.graphml,13,Tiene un título en psicología y una maestría en la misma especialidad.
es_gsd-ud-train_14095.graphml,27,"Iglesia de la Natividad de Nuestra Señora, dependiente de la parroquia de Quintanapalla en el Arcipestrazgo de San Juan de Ortega, diócesis de Burgos."
es_gsd-ud-train_84.graphml,9,Las pizzas son buenas pero muy muy caras.
es_gsd-ud-train_1909.graphml,44,"Llevado al Old Palace Yard en Westminster, fue ejecutado allí mismo, siendo el último en llegar a la horca desde la que saltó para romperse el cuello y evitar así la agonía de la última parte de su ejecución."
es_gsd-ud-train_13822.graphml,41,"La OTAN llevó a cabo el viernes por la noche varias incursiones sobre Trípoli, apuntando en particular hacia el sector donde está ubicada la residencia del líder libio Muamar Gadafi, cerca del centro de la capital."
es_gsd-ud-train_9325.graphml,44,"Fui el año pasado y de la ruta de los 7 lagos fue el que más me gusto, en el mes de enero y febrero te dan la cena gratis y podes hacer un montón de excursiones organisadas en el mismo hostel."
es_gsd-ud-train_1090.graphml,50,"Como solución transaccional se acordó presentar una única lista de candidatos batllistas al Senado, donde se alternaban sanguinettistas en lugares impares (Enrique Tarigo, Carlos Cigliuti, Walter Belvisi) con jorgistas en lugares pares (Federico Bouza, Alberto Brause, Juan Justo Amaro);"
es_gsd-ud-train_8757.graphml,7,Tienen narices grandes y piel rubicunda.
es_gsd-ud-train_2282.graphml,25,Con aquella presentación se posicionó como abanderada de la revolución de la impresión digital y definió de forma concisa el sello de sus creaciones.
es_gsd-ud-train_1871.graphml,30,"En un momento de debilidad fue cuando sugirió que investigaran las viviendas de las calles Tallers, Picalqués, Jocs Florals y su casa de San Felíu de Llobregat."
es_gsd-ud-train_14085.graphml,34,"Haya es un género de dinosaurio ornitisquio ornitópodo basal que vivió a finales del período Cretácico, hace aproximadamente 84 millones de años durante el Santoniano, en lo que hoy Asia."
es_gsd-ud-train_94.graphml,8,Asamblea de la Jerarquía Católica de Egipto;
es_gsd-ud-train_3788.graphml,26,"La lubricación es a través de un cárter seco, un radiador para el lubricante del motor y otro para el del cambio."
es_gsd-ud-train_6837.graphml,14,"En 1971 y 1972, jugó en la cuarta especial de Deportes Concepción."
es_gsd-ud-train_7320.graphml,35,"Vigilancia por sistema es el proceso de monitoreo de personas, objetos o procesos dentro de sistemas para la conformidad de normas esperadas o deseadas en sistemas confiables para control de seguridad o social."
es_gsd-ud-train_2506.graphml,12,"Pertenece a la serie de videojuegos Training, creada por Nintendo."
es_gsd-ud-train_11127.graphml,32,"Ejemplos en ese sentido son la física de la audición, la biomecánica, los motores moleculares, comunicación molecular, entre otros campos de la biología abordada por la física."
es_gsd-ud-train_3995.graphml,26,Esta ley ha sido reformada cuatro veces siendo las mas reciente una extensión de 25 años hecha por el presidente George W. Bush en 2006.
es_gsd-ud-train_13747.graphml,33,"Son muy cumplidos con las entregas, tienen una gran variedad de ramos y arreglos florales, regalos, detalles, sorpresas y decoración para todo tipo de eventos y toda ocasión."
es_gsd-ud-train_5540.graphml,13,"Según el censo de 2000, tiene 4.671 habitantes en 910 hogares."
es_gsd-ud-train_7258.graphml,23,"La gran mayoría son una constante acumulación de juegos conceptistas, equívocos, paronomasias, hipérboles y juegos de palabras típicamente barrocos."
es_gsd-ud-train_553.graphml,32,"Según la Oficina del Censo en 2000, los ingresos medios por hogar en el condado eran de $ 36,192, y los ingresos medios por familia eran $ 41,925."
es_gsd-ud-train_3174.graphml,57,"A estas alturas de la película probablemente ya hayas conseguido convertir a tu flamante Windows Phone 7 en un pendrive XXL para dar cabida a todo cuanto se te antoje, así que ¿por qué no ampliar también la hazaña a las aplicaciones que no han logrado hacerse con un hueco en el Marketplace?"
es_gsd-ud-train_10555.graphml,20,"Bambang Pamungkas es un futbolista indonesio, que juega como centro delantero para la Selección de fútbol de Indonesia."
es_gsd-ud-train_6752.graphml,18,Ella conoce la existencia de ALF y tiene una relación de amor - odio con el mismo.
es_gsd-ud-train_4132.graphml,40,"Diferentes organizaciones han tomado su nombre, como por ejemplo la Asociación de Mujeres por la Democracia ""Lil Milagro Ramírez"" y La Comisión de Derechos Humanos de las Mujeres ""Lil Milagro Ramírez"" (CEMUJER);"
es_gsd-ud-train_1714.graphml,18,"Finalmente el Bayern termina la temporada 2008-09 como segundo clasificado tras el campeón, el VfL Wolfsburg."
es_gsd-ud-train_12335.graphml,37,"Colinda al norte con el Estado de Sonora, al sur con el municipio de Sinaloa, al poniente con el municipio de Ahome y al oriente con el municipio de Choix."
es_gsd-ud-train_8832.graphml,24,"Apareció en un artículo de The Alternate View: ""Boomerang and the Sound of the Big Bang"" (January 2001)."
es_gsd-ud-train_5438.graphml,32,"Como reconocimiento, hubo muchos tributos en su memoria, incluida una avenida con su nombre, un monumento en la ciudad de Salto y el Hospital Italiano de Buenos Aires."
es_gsd-ud-train_3985.graphml,16,"Para mi es importante el contacto con el profesorado, y este es muy fluido."
es_gsd-ud-train_13757.graphml,46,"Así, para cada paciente incorporado en el sistema, se van a cumplimentar un mínimo de 19 variables que van a permitir evitar el 80 % de las iatrogenias producidas por los medicamentos, como elemento de garantía para la seguridad del paciente."
es_gsd-ud-train_5550.graphml,17,Esto fue visto más estrictamente en los edificios de Minoru Yamasaki del World Trade Center.
es_gsd-ud-train_7330.graphml,15,"Éste reunió una legislatura elegida de apuro, que sancionó oficialmente la Constitución Nacional."
es_gsd-ud-train_2516.graphml,52,"Fiódor Ignátievich Stravinski (en ruso: Фёдор Игнатиевич Стравинский, 20 de junio (8 de junio en el calendario juliano) de 1843 -- 4 de diciembre (21 de noviembre en el calendario juliano) de 1902) fue un bajo de ópera y actor ruso - ucraniano."
es_gsd-ud-train_11137.graphml,38,"William James ""Bill"" Bolger (nacido el en Nueva York (Nueva York y fallecido el en Glen Ellyn, Illinois) fue un jugador de baloncesto estadounidense que disputó una temporada en la NBA."
es_gsd-ud-train_4122.graphml,56,"IVECO fue creada el 1 de enero de 1975 producto de la fusión de cinco compañías que funcionaban en Italia, Francia y Alemania: Fiat Veicoli Industriali (situada en Turín), OM (Brescia), Lancia Veicoli Speciali (Bolzano), Unic (Trappes) y Magirus (Ulm)."
es_gsd-ud-train_5428.graphml,26,"Así, cuando el Team Telefónica participó en la Volvo Ocean Race 2005-06 y le ofreció la oportunidad, Fernando se embarcó sin dudarlo."
es_gsd-ud-train_1704.graphml,19,Este lo rechaza alegando que pertenece a un equipo y que estará con ellos pases lo que pase.
es_gsd-ud-train_8822.graphml,27,"Su abuela, fan de la gimnasia rítmica y patinadora artística introdujo a la pequeña Kanaeva de 6 años en el mundo de la gimnasia rítmica."
es_gsd-ud-train_12325.graphml,28,"Esta operación permitirá incrementar la exportaciones de la empresa en 15 millones de pesos (2,7 millones de euros) y crear 80 nuevos puestos de trabajo."
es_gsd-ud-train_3164.graphml,37,"Aun así, Aguaruto cuenta con cuatro escuelas públicas, 2 privadas, 2 secundarias (una publica y otra privada), y una escuela preparatoria (bachillerato) de la Universida Autónoma de Sinaloa."
es_gsd-ud-train_10545.graphml,34,"El distrito de El Carmen es uno de los once distritos peruanos que forman la Provincia de Chincha en el Departamento de Ica, bajo la administración del Gobierno regional de Ica."
es_gsd-ud-train_7248.graphml,43,"Tomaremos la carretera de Extremadura A - 5, y a la altura de Alcorcón tomaremos, el desvió de San Martin de Valdeiglesias, pasamos junto a Villaviciosa de Odón, el pantano de San Juan, Pelayos de la Presa."
es_gsd-ud-train_543.graphml,12,"IV, n.72), descubierta por Federico Halbherr en 1884."
es_gsd-ud-train_6742.graphml,16,"Así, los monarcas galos se intitularon ""Reyes de Francia y de Navarra""."
es_gsd-ud-train_14154.graphml,12,Según el censo de 2005 la población es de 16.605 habitantes.
es_gsd-ud-train_7575.graphml,11,La topografía en los alrededores de la comunidad es quebrada;
es_gsd-ud-train_10278.graphml,20,"1, un EP acústico en vivo a través de iTunes exclusivamente, el 20 de diciembre de 2005."
es_gsd-ud-train_3659.graphml,17,"Sabemos que llegará a Japón, por lo que no tardará mucho en llegar a Europa."
es_gsd-ud-train_11772.graphml,21,"En el año 2005 el metarromanticismo organiza su primer Congreso, con el objetivo de la universalización del movimiento."
es_gsd-ud-train_8686.graphml,7,Vive en zonas de clima tropical.
es_gsd-ud-train_2353.graphml,18,"""Parece que el petróleo ya no es garantía para nuestros grandes acreedores, China y Rusia."
es_gsd-ud-train_13112.graphml,23,"En 1874, la ciudad se trasladó a la orilla oriental para ser conectado con la autopista de peaje construida para allá."
es_gsd-ud-train_12418.graphml,10,Su población estimada en 2004 era de 4.700 habitantes.
es_gsd-ud-train_1039.graphml,20,"El club ha jugado varios años en el Torneo Argentino C, con continuada actividad en los últimos años."
es_gsd-ud-train_5315.graphml,71,"Su hija, doña Mencía, casada con el señor de la cercana Beleña de Sorbe, trató de vender la villa a comienzos del siglo XV, y acabó por hacerlo a dos de sus parientes, que la compraron juntos, Diego Hurtado de Mendoza, almirante mayor de Castilla, y Diego López de Estúñiga, justicia mayor del reino en marzo de 1403."
es_gsd-ud-train_10300.graphml,10,Durante este tiempo pidió la baja del ejército.
es_gsd-ud-train_3721.graphml,8,¿Está conectado a los Siete Héroes?
es_gsd-ud-train_306.graphml,47,"Tras hacerse público el ""caso Gürtel"", Hinojosa, como administrador de Forever Young, presentó una denuncia contra el sastre José Tomás - que asegura haber hecho trajes para Camps - por elaborar facturas falsas, motivo por el que fue despedido."
es_gsd-ud-train_6107.graphml,18,"En el año 2000 el modelo Daily recibió el premio ""International Van of the Year""."
es_gsd-ud-train_4767.graphml,6,El lugar del tiempo.
es_gsd-ud-train_12560.graphml,15,Frank Mintz en un estudio de 1970 dice que fueron entre 2.440.000 y 3.200.000.
es_gsd-ud-train_1141.graphml,6,Yo volveré para averiguarlo.
es_gsd-ud-train_13102.graphml,26,El ligando monóxido de carbono puede estar unido terminalmente a un solo átomo de metal o en puente con dos o más átomos de metal.
es_gsd-ud-train_5305.graphml,32,"Eloy Ricardo Dumón (26 de noviembre de 1925, Gualeguaychú, Argentina -- 5 de septiembre de 1991, Buenos Aires, Argentina) es un astrólogo y autor argentino."
es_gsd-ud-train_12408.graphml,8,Clewiston se encuentra ubicada en las coordenadas.
es_gsd-ud-train_1029.graphml,22,"En el Censo de 2010 tenía una población de 18978 habitantes y una densidad poblacional de 2.386,79 personas por km²."
es_gsd-ud-train_10268.graphml,14,Me apunto a eso de que la atención telefónica deja mucho que desear.
es_gsd-ud-train_3649.graphml,17,En este momento a renunciado a Atletico Rafaela por malos resultados y descentimientos con los jugadores.
es_gsd-ud-train_14144.graphml,41,"La primera vez, tenía un presupuesto de 700 € en el servicio oficial (te lo cambio todo y soluciono el problema), y en Pinauto me lo solucionaron por unos 200 €, cambiando sólo lo necesario."
es_gsd-ud-train_7565.graphml,14,"Según el censo de 2010, había 1464 personas residiendo en Queens Gate."
es_gsd-ud-train_11762.graphml,13,He aprendido más con vosotros en un año que nunca hasta ahora.
es_gsd-ud-train_8696.graphml,33,"Además, su piel es fácil de herir con espadas y flechas, aunque no tanto de atravesar o causar auténtico daño, ya que tan dura que parece resistir el dolor."
es_gsd-ud-train_2343.graphml,69,"Ella también fue la primera mujer en volar a bordo del Dornier DO - X, y fue una de las 11 mujeres a bordo del primer vuelo del Hindenburg A pesar del fin de interés público por las aeronaves desapraedce un poco del medio aeronáutico debido al desastre del Hindenburg, aún Adams siempre estuvo ansiosa de volar en aeronaves."
es_gsd-ud-train_4777.graphml,20,"Allen Ginsberg recita su poema ""When the Light Appears Boy"" en la canción con el mismo nombre."
es_gsd-ud-train_12570.graphml,67,"El jugar la Copa Libertadores era una forma de dar a conocer al equipo, a la ciudad y a la afición internacionalmente y era una motivación que consumía recursos monetarios y humanos, dado que a pesar de que estaban mal económicamente hacían los viajes hacia Uruguay y Venezuela, además de que los jugadores resentían la sobrecarga de partidos y horas de vuelo."
es_gsd-ud-train_1151.graphml,14,El pan te lo sacan y te lo cobran aunque no lo toques.
es_gsd-ud-train_316.graphml,16,"El Condado de Lavaca es un condado de estado de Texas, en Estados Unidos."
es_gsd-ud-train_10310.graphml,18,"Sin embargo, a pesar de su planitud es muy suave en comparación con otros Vocaloids anteriores."
es_gsd-ud-train_3731.graphml,13,La prensa independiente esta desprotegida ante los avances inconstitucionales del kirchnerismo.
es_gsd-ud-train_6117.graphml,21,Esta letra se utiliza actualmente en ucraniano y rusino en los que representa el sonido vocálico iotizado y el palatado.
es_gsd-ud-train_5073.graphml,27,"El gasoil del vehículo se había extendido por dos de los tres carriles de la calzada, que han debido ser cortados al tráfico."
es_gsd-ud-train_4579.graphml,24,"El cantón de Saverdun es una división administrativa francesa, situada en el departamento de Ariège y la región de Mediodía - Pirineos."
es_gsd-ud-train_881.graphml,20,Compramos una instalación de 100 kilovatios con ellos hace 3 años y hasta ahora no hemos tenido ningun problema.
es_gsd-ud-train_10887.graphml,27,"Los Xauxas con más de 30,000 habitantes eran fuertes, laboriosos y disciplinados, cuya economía residía en la agricultura, base de todas las actividades;"
es_gsd-ud-train_9973.graphml,31,"En este sitio, encontrarás nada menos que 20.000 ejemplares de especies submarinas, incluyendo hipocampos, medusas, estrellas de mar, tiburones, rayas y gigantescas tortugas marinas."
es_gsd-ud-train_13274.graphml,6,Las tapas no son pequeñas.
es_gsd-ud-train_2035.graphml,37,"No fue sino hasta 1929 que los colores: azul para el océano, negro o marrón para la imagen del santo, celeste para el fondo y plateado para las columnas, se difundieron."
es_gsd-ud-train_11414.graphml,24,Hacia el 6.350 A.C. se levantaron templos monumentales de ladrillo de adobe en el centro de importantes ciudades como Eridu y Al Ubaid.
es_gsd-ud-train_6319.graphml,58,"La camarera me ignora y viene el camarero en plan borde, chulesco y barriobajero, que si les he dado el billete doblado, que si yo llevo 4 cervezas y él ninguna, ni escucha ni deja hablar (normal dado su coeficiente intelectual..) y encima amenaza con echarnos de la sala."
es_gsd-ud-train_7613.graphml,17,"Consiguió huir a Italia, donde vivió seis años, antes de regresar a su país."
es_gsd-ud-train_118.graphml,31,Especialistas en seguridad advirtieron que no son pasajeros comunes ni equipaje corriente lo que viaja a través de la conexión aérea bimestral asegurada por Irán Air entre Irán y Venezuela.
es_gsd-ud-train_1227.graphml,19,"El género fue descrito por George Bentham y publicado en Niger Flora 411, en el año 1849."
es_gsd-ud-train_12606.graphml,13,"La densidad de población era de 515,96 hab. / km²."
es_gsd-ud-train_4401.graphml,30,"Durante la presentación, el número 12 000 000 brillaba por encima de ella en las pantallas de fondo del escenario, junto con imágenes de niños africanos."
es_gsd-ud-train_5892.graphml,41,"Al llegar al cruce con la calle Sonora, omitió el señalamiento de alto e impacta de costado a una camioneta Nissan, Murano modelo 2004, la cual era manejada de Poniente a Oriente por el hoy lesionado."
es_gsd-ud-train_6261.graphml,14,Suena la mejor música del momento y además tiene muy buenos precios.
es_gsd-ud-train_8498.graphml,31,Padel Pro Tour ha renovado el acuerdo con la cadena Teledeporte y emitirá un programa resumen a partir del viernes siguiente al torneo del Padel Pro Tour.
es_gsd-ud-train_3447.graphml,25,"Yo he utilizado recientemente sus servicios para la boda de mi hija y solo puedo agradéceles sus servicios, muy profesionales en todo."
es_gsd-ud-train_9192.graphml,36,"La serie de anime Goal FH también conocida en Latinoamerica como ""Los Goleadores"" relata las aventuras y desventuras de los jugadores de un grupo de jugadores juveniles del Shimizu S - Pulse."
es_gsd-ud-train_10066.graphml,19,"Desde 1929, Rotary International ha enviado jóvenes de todas partes del mundo para conocer otras culturas."
es_gsd-ud-train_6309.graphml,18,Pareja viajó a Florida con otros once franciscanos con el fin de establecer misiones para los amerindios.
es_gsd-ud-train_2025.graphml,12,Pitará el partido el colegiado Delgado Ferreiro del colegio vasco.
es_gsd-ud-train_11404.graphml,61,"En declaraciones a los periodistas, Rubalcaba también ha señalado que paralelamente a esta negociación también se ha abierto, por parte del Ejecutivo, ""un proceso de diálogo con el resto de grupos parlamentarios"", con el objeto no sólo de abordar la reforma de las pensiones sino otros asuntos como ""la política energética""."
es_gsd-ud-train_7603.graphml,21,Unos años después sucedió lo mismo cuando el Grupo Marsans fundó Aerolíneas del Sur (Air Comet Chile).
es_gsd-ud-train_108.graphml,27,"Flanqueado al norte, sur y este por barreras naturales, el emplazamiento permitía a los conquistadores defender mejor el poblado de cualquier ataque indígena."
es_gsd-ud-train_5063.graphml,55,"En su trabajo Volcanes y el medio ambiente, Martí y Ernst afirman que muchos de los que sobrevivieron al lahar murieron producto de sus heridas mientras se encontraban atrapados, o sucumbieron a la hipotermia, aunque esto es poco probable dado que el lodo fue descrito como caliente por los sobrevivientes."
es_gsd-ud-train_10897.graphml,26,"En agradecimiento, nos dieron los planos del primer hiper impulsor, lo que permitió a la humanidad abrir los caminos a las estrellas."
es_gsd-ud-train_13264.graphml,35,"Ángela Merkel dijo que ""debe restablecerse la primacía de la política por sobre la lógica de los mercados"", un razonamiento peligrosamente parecido al que rigió siempre en la Argentina."
es_gsd-ud-train_9963.graphml,59,"Todo esto son hechos, y sin embargo todavía continúan con la difusión de esos ideales, a fin de mejorar el simbolismo de ese odio tan despreciable que sigue causando lesiones y matando a gente, gente que no tiene nada en contra de vosotros, y sin embargo continuáis por repugnancia o simplemente por placer personal."
es_gsd-ud-train_4569.graphml,23,El Atlético de Madrid ha confirmado oficialmente el fichaje de Tiago por una temporada como nuevo jugador colchonero a todos los efectos.
es_gsd-ud-train_891.graphml,32,"Según los anales, el periódico Ideal publicó en 1927 un concurso para la realización de un nuevo coso taurino, debido a la destrucción en un incendio de la anterior."
es_gsd-ud-train_8488.graphml,52,"Los chicos de Xperia X10 Blog dicen haber recibido esta imagen - junto a otra más que tienes tras el salto - de un anónimo informante, quien asegura haber tenido frente a él un prototipo del próximo X12 de Sony Ericsson, también conocido con el sobrenombre de Anzu."
es_gsd-ud-train_5882.graphml,35,"Cada participante podrá subir un máximo de tres imágenes al Blog África Vive, en formato jpg o png y con buena resolución (peso igual o inferior a los 2 MB)."
es_gsd-ud-train_6271.graphml,18,Los efectos de la pesca y de la silvicultura son mínimos en la economía del estado.
es_gsd-ud-train_3457.graphml,29,"Un fichaje que se ha complicado, pero que finalmente puede decir a día de hoy que es jugador del Atlético de Madrid a todos los efectos."
es_gsd-ud-train_9182.graphml,30,Para los primeros usuarios del ferrocarril el desaparecer dentro de las entrañas de la tierra metidos en un ruidoso y humeante tren debe haber sido una experiencia alarmante.
es_gsd-ud-train_10076.graphml,14,Establecimiento de venta al por menor con 3000 metros cuadrados de exposición.
es_gsd-ud-train_1237.graphml,25,Es un cazarrecompensas especializado en el uso del arma de francotirador y su habilidad a los mandos de una nave espacial es insuperable.
es_gsd-ud-train_12616.graphml,11,Kennedy también alegó que quería eliminar privilegios especiales y lagunas.
es_gsd-ud-train_4411.graphml,13,"La última versión, 3.3, se liberó a principios de 1995."
es_gsd-ud-train_5626.graphml,23,"Es uno de los búhos más pequeños del mundo, seguido de cerca por el mochuelo tamaulipeco y el mochuelo peludo."
es_gsd-ud-train_13421.graphml,15,"Enrique Iturriaga Romero (Lima, 1918) es un compositor y pedagogo peruano."
es_gsd-ud-train_11241.graphml,17,"El embalaje era muy bueno, pensado para absorber posibles golpes, y ha llegado rápido."
es_gsd-ud-train_2660.graphml,11,Se trata de las obras monumentales de Alloy más conocidas.
es_gsd-ud-train_7046.graphml,13,Fue también considerado como uno de los líderes ideológicos del partido.
es_gsd-ud-train_12053.graphml,39,"Ontiveros dijo que las familias españolas están ""en el máximo de las tasas de ahorro"", lo que ""no es sino la expresión sintética de la incertidumbre con la que se contempla el futuro""."
es_gsd-ud-train_1472.graphml,41,"SEBASTIÁN PIÑERA: Inspirada en la campaña del estadounidense Barack Obama, la comunicación del presidente chileno supo asociarse al concepto del cambio, sobretodo en lo que respecta a los espacios sociales en Internet."
es_gsd-ud-train_4254.graphml,29,"Pertenece a la colección de los así llamados ""Profetas Menores"" debido a su escasa extensión y se encuentra ubicado entre los libros de Joel y Abdías."
es_gsd-ud-train_13559.graphml,20,"Además alcanzarían hasta 2.1 GB por segundo de transferencia de datos, sin dudas es una tasa muy alta."
es_gsd-ud-train_11339.graphml,17,Esta fue la causa de la rápida decadencia de la Compañía de las Indias Orientales Holandesas.
es_gsd-ud-train_2718.graphml,10,Parece que gobiernen directamente los bancos y las multinacionales.
es_gsd-ud-train_6434.graphml,17,"En el mes de marzo, el total de nuevas líneas móviles ascendió en 48.199 líneas."
es_gsd-ud-train_635.graphml,50,"Alberga una población de 81.188 habitantes y presenta diversas particularidades fruto de su posición geográfica e historia, tanto en la composición de su población y sus actividades económicas, como en su cultura (fruto de la ejemplar convivencia de cristianos, musulmanes, judíos e hindúes)."
es_gsd-ud-train_10633.graphml,20,Assassin 's Creed: Lost Legacy es un videojuego cancelado que iba a ser desarrollado para la Nintendo 3DS.
es_gsd-ud-train_3212.graphml,29,"""Judith"" se llama así por la madre de Keenan, quien sufrió un derrame cerebral y se quedó paralítica cuando él tenía once años de edad."
